department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
Chemistry,CHEM,M2LA,Majors General Chemistry Laboratory,3,,Training and experience in basic laboratory techniques through experiments related to lecture topics in CHEM 1A-CHEM 1B-CHEM M3C. Materials fee.,,Chemistry Majors only.,,"CHEM H2LA, CHEM 1LC.",,,,,CHEM M2A. CHEM M2A with a grade of C- or better. High school chemistry.
Chemistry,CHEM,M2LB,Majors General Chemistry Laboratory,3,,Training and experience in basic laboratory techniques through experiments related to lecture topics in CHEM 1A-CHEM 1B-CHEM M3C. Materials fee.,,Chemistry Majors only.,,"CHEM H2LB, CHEM 1LD.",,,,,(CHEM 1B or CHEM H2B or CHEM M2B) and (CHEM M2A or CHEM H2A) and (CHEM M2LA or CHEM H2LA). CHEM 1B with a grade of C- or better. CHEM H2B with a grade of C- or better. CHEM M2B with a grade of C- or better. CHEM M2A with a grade of C- or better. CHEM H2A with a grade of C- or better. CHEM M2LA with a grade of C- or better. CHEM H2LA with a grade of C- or better
Chemistry,CHEM,M3C,Majors Quantitative Analytical Chemistry,4,II and VA,"Topics include equilibria, aqueous acid-base equilibria, solubility equilibria, oxidation reduction reactions, electrochemistry, and kinetics with a special emphasis on the statistical treatment of data and analytical methods of chemical analysis.",(CHEM 1B or CHEM H2B or CHEM M2B) and (CHEM M2LB or CHEM H2LB). CHEM 1B with a grade of C- or better. CHEM H2B with a grade of C- or better. CHEM M2B with a grade of C- or better. CHEM M2LB with a grade of C- or better. CHEM H2LB with a grade of C- or better,Chemistry Majors only.,,,,,,CHEM M3LC,
Chemistry,CHEM,M3LC,Majors Quantitative Analytical Chemistry Laboratory,4,,Foundational principles of analytical chemistry and experimental methods for quantitative analysis of real samples. Materials fee.,(CHEM 1B or CHEM H2B or CHEM M2B) and (CHEM M2LB or CHEM H2LB). CHEM 1B with a grade of C- or better. CHEM H2B with a grade of C- or better. CHEM M2B with a grade of C- or better. CHEM M2LB with a grade of C- or better. CHEM H2LB with a grade of C- or better,Chemistry Majors only.,,,,,,,
Chemistry,CHEM,5,Scientific Mathematical and Computing Skills,4,,"Introduces students to mathematical skills, including complex numbers, linear algebra, differential equations, multivariable calculus, infinite series, Fourier series, and integral transforms; and computing skills, including plotting, data analysis (statistics and curve fitting), linear algebra, symbolic mathematics, and spectral analysis.",,Chemistry Majors have first consideration for enrollment.,,,,,,,(CHEM 1C or CHEM H2C or CHEM M3C or CHEM M2C) and MATH 2D. CHEM 1C with a grade of C- or better. CHEM H2C with a grade of C- or better. CHEM M3C with a grade of C- or better. CHEM M2C with a grade of C- or better
Chemistry,CHEM,11,New Chemistry Student Seminar,1,,"Seminar for students who recently joined the chemistry major. Addresses available tracks in the major, research opportunities in the chemistry department, careers in chemistry, and relevant programs and resources for students.",,"Freshmen students, transfer students, and students who recently changed their major to Chemistry have first consideration for enrollment.",,,,Workload Credit P/NP Only.,,,
Chemistry,CHEM,12,Chemistry Around Us,4,II and Va,"Addresses ways in which chemistry affects everyday life. Topics include pollution, global warming, water supply/demands, biodiesel fuels, foods we eat, natural/synthetic materials, common drugs, drug design. Learn and apply basic chemistry concepts. Use risk/benefit analysis for optimal solutions.",,,,,,,,,
Chemistry,CHEM,14,Sense and Sensibility in Science,4,II and V.A,"Gives an overview of scientific methods and heuristics through group exercises and discussion. Discusses the benefits and limitations of applying rational scientific approaches to real-world examples from philosophy, cognitive and social psychology, game theory, economics, political science, law, and negotiation.",,,,,,,,,
Chemistry,CHEM,51A,Organic Chemistry,4,,"Fundamental concepts relating to carbon compounds with emphasis on structural theory and the nature of chemical bonding, stereochemistry, reaction mechanisms, and stereoscopic, physical, and chemical properties of the principal classes of carbon compounds.",,School of Biological Sciences students have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment. Undeclared Majors have first consideration for enrollment.,,,,,,,(CHEM 1C or CHEM H2C or CHEM M2C or CHEM M3C) and (CHEM 1LD or CHEM H2LB or CHEM M2LB). CHEM 1C with a grade of C- or better. CHEM H2C with a grade of C- or better. CHEM M2C with a grade of C- or better. CHEM M3C with a grade of C- or better. CHEM 1LD with a grade of C- or better. CHEM H2LB with a grade of C- or better. CHEM M2LB with a grade of C- or better
Chemistry,CHEM,51B,Organic Chemistry,4,,"Fundamental concepts relating to carbon compounds with emphasis on structural theory and the nature of chemical bonding, stereochemistry, reaction mechanisms, and stereoscopic, physical, and chemical properties of the principal classes of carbon compounds.",CHEM 51A and (CHEM 1LD or CHEM M52LA or CHEM H52LA). CHEM 51A with a grade of C- or better. CHEM 1LD with a grade of C- or better. CHEM M52LA with a grade of C- or better. CHEM H52LA with a grade of C- or better,Undeclared Majors have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Biological Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment.,,CHEM H52B.,,,,,
Chemistry,CHEM,51C,Organic Chemistry,4,,"Fundamental concepts relating to carbon compounds with emphasis on structural theory and the nature of chemical bonding, stereochemistry, reaction mechanisms, and stereoscopic, physical, and chemical properties of the principal classes of carbon compounds.",CHEM 51B and (CHEM 51LB or CHEM M52LB or CHEM H52LB). CHEM 51B with a grade of C- or better. CHEM 51LB with a grade of C- or better. CHEM M52LB with a grade of C- or better. CHEM H52LB with a grade of C- or better,Undeclared Majors have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Biological Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment.,,CHEM H52C.,,,,,
Chemistry,CHEM,51LB,Organic Chemistry Laboratory,3,,"Modern techniques of organic chemistry, using selected experiments to illustrate topics introduced in CHEM 51A-CHEM 51B-CHEM 51C. Materials fee.",CHEM 51A and (CHEM 1LD or CHEM H2LB or CHEM M2LB). CHEM 51A with a grade of C- or better. CHEM 1LD with a grade of C- or better. CHEM H2LB with a grade of C- or better. CHEM M2LB with a grade of C- or better,School of Biological Sciences students have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment. Undeclared Majors have first consideration for enrollment.,,"CHEM H52LA, CHEM M52LA.",,,,CHEM 51B,
Chemistry,CHEM,51LC,Organic Chemistry Laboratory,3,,"Modern techniques of organic chemistry, using selected experiments to illustrate topics introduced in CHEM 51A-B-C. Materials fee.",CHEM 51B and CHEM 51LB. CHEM 51B with a grade of C- or better. CHEM 51LB with a grade of C- or better,School of Biological Sciences students have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment. Undeclared Majors have first consideration for enrollment.,,"CHEM H52LB, CHEM M52LB.",,,,CHEM 51C,
Chemistry,CHEM,51LD,Organic Chemistry Laboratory,3,,Modern techniques of organic chemistry using selected experiments to illustrate topics introduced in CHEM 51A-CHEM 51B-CHEM 51C. Materials fee.,CHEM 51C and CHEM 51LC. CHEM 51C with a grade of C- or better. CHEM 51LC with a grade of C- or better,School of Biological Sciences students have first consideration for enrollment. School of Physical Sciences students have first consideration for enrollment. School of Engineering students have first consideration for enrollment. Program in Nursing Science students have first consideration for enrollment. Dept Pharmaceutical Sciences students have first consideration for enrollment. Program in Public Health students have first consideration for enrollment. Undeclared Majors have first consideration for enrollment.,,"CHEM H52LC, CHEM M52LC.",,,,,
Chemistry,CHEM,H52LA,Honors Organic Chemistry Laboratory,3,,Fundamental techniques of modern experimental organic chemistry. Materials fee.,(CHEM 1C or CHEM H2C or CHEM M2C or CHEM M3C) and (CHEM M2LB or CHEM H2LB or CHEM 1LD). CHEM 1C with a grade of C- or better. CHEM H2C with a grade of C- or better. CHEM M2C with a grade of C- or better. CHEM M3C with a grade of C- or better. CHEM M2LB with a grade of C- or better. CHEM H2LB with a grade of C- or better. CHEM 1LD with a grade of C- or better,Campuswide Honors Collegium students only.,,"CHEM 51LB, CHEM M52LA.",,,,CHEM 51A,
Chemistry,CHEM,H52LB,Honors Organic Chemistry Laboratory,3,,Fundamental techniques of modern experimental organic chemistry. Materials fee.,CHEM 51A and CHEM H52LA. CHEM 51A with a grade of C- or better. CHEM H52LA with a grade of C- or better,,,"CHEM M52LB, CHEM 51LC.",,,,CHEM 51B,
Chemistry,CHEM,H52LC,Honors Organic Chemistry Laboratory,3,,Fundamental techniques of modern experimental organic chemistry. Materials fee.,CHEM 51B and CHEM H52LB. CHEM 51B with a grade of C- or better. CHEM H52LB with a grade of C- or better,,,"CHEM 51LD, CHEM M52LC.",,,,,
Chemistry,CHEM,M52LA,Majors Organic Chemistry Laboratory,3,,"Modern techniques of organic chemistry, using selected experiments to illustrate topics introduced in CHEM 51A-B-C. Materials fee.",(CHEM 1C or CHEM H2C or CHEM M2C or CHEM M3C) and (CHEM H2LB or CHEM M2LB or CHEM 1LD). CHEM 1C with a grade of C- or better. CHEM H2C with a grade of C- or better. CHEM M2C with a grade of C- or better. CHEM M3C with a grade of C- or better. CHEM H2LB with a grade of C- or better. CHEM M2LB with a grade of C- or better. CHEM 1LD with a grade of C- or better,Chemistry Majors only.,,"CHEM H52LA, CHEM 51LB.",,,,CHEM 51A,
Chemistry,CHEM,M52LB,Majors Organic Chemistry Laboratory,3,,"Modern techniques of organic chemistry, using selected experiments to illustrate topics introduced in CHEM 51A-B-C. Materials fee.",CHEM 51A and CHEM M52LA. CHEM 51A with a grade of C- or better. CHEM M52LA with a grade of C- or better,Chemistry Majors only.,,"CHEM H52LB, CHEM 51LC.",,,,CHEM 51B,
Chemistry,CHEM,M52LC,Majors Organic Chemistry Laboratory,3,,"Modern techniques of organic chemistry, using selected experiments to illustrate topics introduced in CHEM 51A-B-C. Materials fee.",CHEM 51B and CHEM M52LB. CHEM 51B with a grade of C- or better. CHEM M52LB with a grade of C- or better,Chemistry Majors only.,,"CHEM H52LC, CHEM 51LD.",,,,CHEM 51C,
Chemistry,CHEM,H90,The Idiom and Practice of Science,4,"II, Va","A series of fundamental and applied problems in the chemical sciences are addressed. Topics may include the periodic table, electronic structure of atoms, chemical bonding, molecular structure, thermodynamics, and kinetics, with applications to energy and the environment, and/or biochemistry.",,Campuswide Honors Collegium students only.,,,,,,,
Chemistry,CHEM,100,Special Topics in Chemistry,4,,Devoted to current topics in the advanced fields of chemical sciences. Topics addressed vary each quarter.,(CHEM 51C or CHEM H52C) and (CHEM M3C or CHEM M2C or CHEM 1C or CHEM H2C),Chemistry Honors students only. Chemistry Majors have first consideration for enrollment.,,,,,May be taken for credit 3 times as topics vary.,,
Chemistry,CHEM,100S,Laboratory Safety for Chemists,Laboratory,,Provide students with the fundamentals of safety involved in chemical laboratory work.,,Chemistry Majors have first consideration for enrollment.,,,,Pass/no pass only.,,,CHEM 51C
Chemistry,CHEM,101W,Writing in Chemical Sciences,4,Ib,"Students receive guidance on preparing research papers, proposals, reports, and other forms of scientific writing in chemistry-related fields, on effectively searching for and using chemical information, and on communicating data in poster and platform presentations.",Satisfactory completion of the Lower-Division Writing requirement.,Upper-division students only. Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,107,Inorganic Chemistry,4,,"Introduction to modern inorganic chemistry. Principles of structure, bonding, and chemical reactivity with application to compounds of the main group and transition elements, including organometallic chemistry.",CHEM 51C or CHEM H52C,Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,107L,Inorganic Chemistry Laboratory,3,,"Modern techniques of inorganic and organometallic chemistry, including experience with glove box, Schlenk line, and vacuum line methods. Materials fee.",,Chemistry Majors have first consideration for enrollment.,,,,,,,CHEM 107 and CHEM 100S
Chemistry,CHEM,125,Advanced Organic Chemistry,4,,"Rapid-paced comprehensive treatment of organic chemistry.  Focuses  on molecular structure, reactivity, stability, scope and mechanisms of organic reactions. Topics include: structure and bonding; theoretical organic chemistry; acidity and basicity; reactive intermediates; pericyclic reactions; stereochemistry; organic synthesis; natural products; organic photochemistry.",CHEM 51C,Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,127,Inorganic Chemistry II,4,,"Advanced treatment of selected fundamental topics in inorganic chemistry, building on material presented in Chemistry 107. Molecular symmetry with applications to electronic structure and spectroscopy.  Reaction kinetics and mechanisms; inorganic synthesis and catalysis; bioinorganic chemistry.",CHEM 107,Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,128,Introduction to Chemical Biology,4,,"Introduction to the basic principles of chemical biology: structures and reactivity; chemical mechanisms of enzyme catalysis; chemistry of signalling, biosynthesis, and metabolic pathways.",(CHEM 51C or CHEM H52C),Chemistry Majors have first consideration for enrollment.,,,,,,CHEM 128L,
Chemistry,CHEM,128L,Introduction to Chemical Biology Laboratory Techniques,3,,"Introduction to the basic laboratory techniques of chemical biology: electrophoresis, plasmid preparation, PCR, protein expression, isolation, and kinetics. Materials fee.",,Chemistry Majors have first consideration for enrollment.,,,,,,CHEM 128,
Chemistry,CHEM,132A,"Chemical Thermodynamics, Kinetics, and Dynamics",4,,"Energy, entropy, and the thermodynamic potentials. Chemical equilibrium. Chemical kinetics.",,Chemistry Majors have first consideration for enrollment.,,CHEM 131C.,,,,,MATH 2D and (PHYS 7D or PHYS 7E) and (CHEM 5 or (MATH 3D and (EECS 10 or EECS 12 or MAE 10 or ICS 31)) )
Chemistry,CHEM,132B,"Quantum Principles, Spectroscopy, and Bonding",4,,"Principles of quantum chemistry with applications to the elements of atomic structure, energy levels, and spectroscopy.",(CHEM 132A or CBE 40C) and (PHYS 7D or PHYS 7E). CHEM 132A with a grade of C- or better,Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,132C,Molecular Structure and Elementary Statistical Mechanics,4,,"Principles of quantum mechanics with applications to molecular spectroscopy and structure determination, and chemical bonding in simple molecules. Elements of statistical mechanics.",CHEM 132B,Chemistry Majors have first consideration for enrollment.,,CHEM 131B.,,,,,
Chemistry,CHEM,133,Nuclear and Radiochemistry,4,,"Advanced treatment of nuclear structure, nuclear reactions, and radioactive-decay processes. Introduction to nuclear activation analysis, isotope effects, radiation chemistry, hot-atom chemistry, nuclear age-dating methods, nuclear reactors, and nuclear power.",(CHEM M3C or CHEM 1C or CHEM H2C or CHEM M2C) and MATH 2D,Chemistry Majors have first consideration for enrollment. Chemical Engineering Majors have first consideration for enrollment.,CBE 176.,,CHEM 233 and CBE 276.,,,,
Chemistry,CHEM,133L,Nuclear and Radiochemistry Laboratory,3,,"Practical aspects of production, separation, safe handling, detection, and measurement of radioactive isotopes. Experiments use the UCI nuclear reactor and emphasize uses of radioisotopes in chemistry, engineering, biology, and medicine.  Materials fee.",,Chemistry Majors have first consideration for enrollment.,,,,,,,CHEM 133
Chemistry,CHEM,137,Computational Chemistry,4,,Short introduction to programming languages and to representative algorithms employed in chemical research. Students have the opportunity to devise and employ their own codes and also to employ codes which are widely used in various fields of chemistry. Materials fee.,CHEM 51C and (CHEM 131A or CHEM 132B),Chemistry Majors have first consideration for enrollment.,,,,,,CHEM 132C,
Chemistry,CHEM,138,Introduction to Computational Organic Chemistry,4,,"An introduction to the use of computational chemistry to investigate reaction mechanisms, to calculate structures, and to predict properties of molecules. Students have the opportunity to perform calculations employing computational methods which are widely used in various fields of chemistry. Materials fee.",CHEM 51C,Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,141,Environmental Chemistry,4,,"Processes that control the fate of chemicals in the environment. Chemistry of the atmosphere, hydrosphere, and soils, especially as it pertains to pollutants.",(CHEM 51C or CHEM H52C) and (MATH 2B or AP Calculus BC). AP Calculus BC with a minimum score of 4,,,,,,,,
Chemistry,CHEM,145A,Gas-Phase Atmospheric Chemistry,4,,"Sources, chemistry, sinks, and measurements of key atmospheric gaseous species. Chemistry of photochemical oxidant formation, transformation of key inorganic and organic trace gases, and stratospheric ozone cycling. Applications of atmospheric chemistry models to control strategies.",CHEM 132A and CHEM 132B and CHEM 132C,,,,CHEM 245A.,,,,
Chemistry,CHEM,145B,Multi-Phase Atmospheric Chemistry,4,,"Chemical and physical processes leading to the production, aging, and removal of atmospheric particles. Multi-phase processes involving gases, particles, water droplets, and environmental surfaces. Approaches for modeling these processes with applications to control strategies.",CHEM 145A,,,,CHEM 245B.,,,,
Chemistry,CHEM,150,Computational Chemistry,4,,"Basic concepts, methods, and techniques in computational chemistry: density functional and wavefunction theory, molecular property calculations, analysis tools, potential energy surfaces, vibrational effects, molecular dynamics simulations.",,Chemistry Majors have first consideration for enrollment.,,,CHEM 250.,,,,MATH 3A and (CHEM 132A or PHYS 113A)
Chemistry,CHEM,150L,Computational Chemistry Laboratory,4,,Introduction to the practice of modern computational chemistry through a series of advanced computational experiments.,CHEM 150 and (CHEM 5 or PHYS 50 or EECS 12),Chemistry Majors have first consideration for enrollment.,,,CHEM 250L.,,,,
Chemistry,CHEM,152,Advanced Analytical Chemistry,5,,"In-depth treatment of modern instrumental methods for quantitative analysis of real samples and basic principles of instrument design. Laboratory experiments using spectroscopic, chromatographic, mass spectrometric, and other instrumental methods. Materials fee.",(CHEM 1C or CHEM M3C or CHEM H2C or CHEM M2C) and (CHEM M3LC or CHEM H2LC),Chemistry Majors have first consideration for enrollment.,,,,,,,
