department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
Psychology,PSYCH,78A,Self-Identity and Society,4,III,"Studies sociological contributions to theory and research in social psychology, with focus on the social influences on personality, attitudes, beliefs, and behavior; socialization, human groups, and social interaction.",,,SOCIOL 31.,,,,,,
Psychology,PSYCH,89,Special Topics in Lower-Division Psychology,4,,Studies in selected areas of psychology at the lower-division level. Topics addressed vary each quarter.,Prerequisites vary.,,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,H101A,Honors Seminar in Psychology and Cognitive Sciences I,4,,Focuses on the research activities and honors thesis research projects of each student and the research of various Cognitive Sciences faculty. Students discuss their research interests in the early and later stages of their projects. Research projects and write-ups required.,,Cognitive Sciences Honors students only. Psychology Honors students only.,COGS H101A.,,,Pass/no pass only.,,,
Psychology,PSYCH,H101B,Honors Seminar in Psychology and Cognitive Sciences II,4,,Focuses on the research activities and honors thesis research projects of each student and the research of various Cognitive Sciences faculty. Students discuss their research interests in the early and later stages of their projects. Research projects and write-ups required.,PSYCH H101A,Cognitive Sciences Honors students only. Psychology Honors students only.,COGS H101B.,,,Pass/no pass only.,,,
Psychology,PSYCH,H101C,Honors Seminar in Psychology and Cognitive Sciences III,4,,Focuses on the research activities and honors thesis research projects of each student and the research of various Cognitive Sciences faculty. Students discuss their research interests in the early and later stages of their projects. Research projects and write-ups required.,PSYCH H101B,Cognitive Sciences Honors students only. Psychology Honors students only.,COGS H101C.,,,,,,
Psychology,PSYCH,111BW,Honors Advanced Experimental Psychology,4,Ib,"Design and analysis of multivalent, factorial, and correlational studies. Students prepare proposals for independent research.",PSYCH H111A and (PSYC H11A or PSYCH 112A). Satisfactory completion of the Lower-Division Writing requirement.,Psychology Majors only. Social Science Honors students only.,,,,,,PSYCH H111B,
Psychology,PSYCH,H111A,Honors Experimental Psychology,4,,Emphasis on design of experiments and analysis of results. Experiments are conducted in laboratory sections.,((PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSY BEH 11A and PSY BEH 11B and PSY BEH 11C)) and ((PSYCH 10A and 10B and 10C) or (MATH 2A and MATH 2B and (MATH 7 or STATS 7))).,Psychology and Cognitive Sciences Honors Program students only.,,PSYCH 112A.,,,,,
Psychology,PSYCH,H111B,Honors Advanced Experimental Psychology Laboratory,2,,"Design and analysis of multivalent, factorial, and correlational studies. Students prepare proposals for independent research.",,,,,,,,PSYCH 111BW,
Psychology,PSYCH,H111C,Honors Research in Experimental Psychology,4,,Each student conducts a research project in experimental psychology. The projects are discussed in a seminar format. Written reports on each project are submitted at the end of the quarter.,PSYCH 111BW or PSYCH 112B,Psychology Majors only. Social Science Honors students only.,,,,,,,
Psychology,PSYCH,112A,Experimental Psychology,4,,Emphasis on design of experiments and analysis of results. Experiments are conducted in laboratory sections.,((PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSY BEH 11A and PSY BEH 11B and PSY BEH 11C)) and ((PSYCH 10A and PSYCH 10B and PSYCH 10C) or (MATH 2A and MATH 2B and (MATH 7 or STATS 7)) ),Psychology Majors have first consideration for enrollment.,,"PSYCH H111A, PSYCH 112F, PSYCH 112G.",,,,PSYCH 112LA,
Psychology,PSYCH,112BW,Advanced Experimental Psychology,4,Ib,"Design and analysis of multivalent, factorial, and correlational studies. Students prepare proposals for independent research.",PSYCH 112A and PSYCH 112LA. Satisfactory completion of the Lower-Division Writing requirement.,Psychology Majors have first consideration for enrollment.,,"PSYCH 112F, PSYCH 112FW, PSYCH 112G, PSYCH 112GW.",,,,,
Psychology,PSYCH,112C,Research in Experimental Psychology,4,,Each student conducts a research project in experimental psychology. The projects are discussed in a seminar format. Written reports on each project are submitted at the end of the quarter.,PSYCH 112B and PSYCH 112LB,Psychology Majors have first consideration for enrollment.,,"PSYCH 112F, PSYCH 112FW, PSYCH 112G, PSYCH 112GW.",,,,PSYCH 112LC,
Psychology,PSYCH,112LA,Experimental Psychology Laboratory,2,,Required laboratory section and co-requisite for Psych 112A.,,Psychology Majors have first consideration for enrollment.,,,,,,PSYCH 112A,
Psychology,PSYCH,112LB,Advanced Experimental Psychology Laboratory,2,,Required laboratory section for PSYCH 112B and PSYCH 112BW.,,Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,112LC,Research in Experimental Psychology,Research,,Required laboratory section and co-requisite for PSYCH 112C.,,,,,,,,PSYCH 112C,
Psychology,PSYCH,112LM,Research Methods in Psychology Laboratory,2,,Required laboratory section and co-requisite for PSYCH 112M.,,Psychology Majors have first consideration for enrollment.,,,,,,PSYCH 112M,
Psychology,PSYCH,112LP,Research in Perception and Psychophysics Laboratory,2,,Required laboratory section and co-requisite for COGS 112P.,,Psychology Majors have first consideration for enrollment.,COGS 112LP.,,,,,COGS 112P,
Psychology,PSYCH,112LR,Cognitive Robotics Laboratory,2,,Required laboratory section and corequisite for PSYCH 112R.,,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,COGS 112LR.,,,,,PSYCH 112R,
Psychology,PSYCH,112M,Research Methods in Psychology,4,,"Research methods in psychology for majors who wish to fulfill this requirement separately from upper-division writing. Covers both experimental and descriptive research methods, analysis of results, and reading the psychological literature. Research experience is provided in laboratory sections.",(PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSY BEH 11A and PSY BEH 11B and PSY BEH 11C) and (PSYCH 10C or SOC SCI 10C or ANTHRO 10C or POL SCI 10C or SOCIOL 10C) or (MATH 2B and STATS 7),Psychology Majors have first consideration for enrollment.,,,,,,PSYCH 112LM,
Psychology,PSYCH,112P,Research in Perception and Psychophysics,4,,"Introduction to design and practice of experiments: students perform auditory, visual, tactile, or other experiments. Emphasis on methodology, finding and reading previous research, generating research ideas, statistical analysis.",(PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSCI 11A and PSCI 11B and PSCI 11C) and (PSYCH 10C or SOC SCI 10C or ANTHRO 10C or POL SCI 10C or SOCIOL 10C) or (MATH 2B and STATS 7),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,COGS 112P.,,,,,COGS 112LP,
Psychology,PSYCH,112R,Cognitive Robotics,4,,"Introduces concepts on experimental design, embodiment, robot construction, and computer programming. Concepts of embodied intelligence and case studies of cognitive robotics are covered in lecture. Simple robots are constructed and programmed to carry out different behavioral experiments in lab.",(PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSCI 11A and PSCI 11B and PSCI 11C) and (PSYCH 10C or SOC SCI 10C or ANTHRO 10C or POL SCI 10C or SOCIOL 10C) or (MATH 2B and STATS 7),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,COGS 112R.,,,,,PSYCH 112LR,
Psychology,PSYCH,119,Special Topics in Research Methodologies,1-4,,Studies in selected areas of research methodologies. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,120A,Abnormal Psychology,4,,"Introduction to psychopathology and behavioral deviations, and the concepts of theories regarding these conditions.",PSYCH 7A or PSCI 9 or PSYCH 9C or PSCI 11C,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,PSCI 102C.,,,,,
Psychology,PSYCH,120D,Developmental Psychology,4,,"A general introduction to the study of the physical, intellectual, social, and emotional development of the child from birth to adulthood.",PSYCH 7A or PSCI 9 or PSYCH 9A or PSCI 11A,Cognitive Sciences Majors have first consideration for enrollment. Nursing Science Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,PSCI 111D.,,,,,
Psychology,PSYCH,120H,History of Psychology,4,,A history of the development of various schools and systems of psychological thought.,(PSYCH 7A or PSCI 9) or (PSYCH 9A or PSCI 11A) and (PSYCH 9B or PSCI 11B) and (PSYCH 9C or PSCI 11C),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,120P,Personality Theories,4,,"A survey of the evolution of personality theory during this century. An overview of major perspectives in the field, with special attention to Freud, Jung, and Adler.",PSYCH 7A or PSCI 9 or PSYCH 9C or PSCI 11C,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,PSCI 170S.,,,,,
Psychology,PSYCH,121M,Theories of Motivation,4,,"Factors affecting the behavioral performance of organisms. A survey of theoretical and empirical approaches to the physiological, psychological, and social factors which generate behavior.",(PSYCH 7A or PSCI 9) or (PSYCH 9A or PSCI 11A) and (PSYCH 9B or PSCI 11B) and (PSYCH 9C or PSCI 11C),Psychology Majors have first consideration for enrollment.,,PSCI 176S.,,,,,
Psychology,PSYCH,121S,Psychology of Sleep and Consciousness,4,,"Covers the physiology, neurochemistry, and neuroanatomy associated with sleep, contemporary sleep theory, REM and NREM, phenomenology, sleep disorders, examination of differences between conscious and unconscious cognitive function, the history of sleep and dream theories from ancient time to present day.",,Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,122C,Clinical Psychology,4,,Provides overview of the clinical psychology field including theories and techniques used in counseling and testing.,,Psychology Majors have first consideration for enrollment.,,PSY BEH 150C.,,,,,
Psychology,PSYCH,122I,Organizational/Industrial Psychology,4,,"Introduction to applied psychology in organizations, including personnel testing, selection, training and evaluation, job and classification analysis, job satisfaction and motivation, organizational development, leadership, market research, and consumer psychology. Potential ethical problems are discussed.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9A or PSY BEH 11A) or (PSYCH 9B or PSY BEH 11B) or (PSYCH 9C or PSY BEH 11C),Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,122P,Clinical Psychophysiology,4,II,"Psychophysiology investigates the relationships between physiological processes and psychological phenomena. Technologies examined include reaction times, heart rate variability, EEGs, ERPs, magnetoencephalography, and eye tracking. Applications include diagnosis, the longitudinal assessment, and the identification of individuals at risk of disease onset.",BIO SCI N110 or BIO SCI N115A or PSYCH 9A or PSCI 11A,,BIO SCI N118.,,,,,,
Psychology,PSYCH,123P,Topics in Philosophy of Psychology,4,,"Selected topics in the philosophy of psychology, e.g., the nature of psychological explanation, reductionism, issues in cognitive, behavioral, and neuroscience.",,Psychology Majors have first consideration for enrollment. Philosophy Majors have first consideration for enrollment.,"LPS 143, PHILOS 143.",,,,Unlimited as topics vary.,,
Psychology,PSYCH,124S,Sports Psychology,4,,"Discusses the field of sports psychology with an emphasis on clinical practice including motivation, goal setting, performance skills, and mental skills. Discusses and utilizes a wide range of techniques designed to enhance performance and manage problems among athletes.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9C or PSY BEH 11C),Psychology Majors have first consideration for enrollment.,,PSY BEH 139H.,,,,,
Psychology,PSYCH,124V,Psychology of Violence,4,,"Discusses the psychology of violence and aggression with an emphasis on understanding the psychological, social, and physiological roots of violent and aggressive behavior. Psychological treatment techniques and strategies for prevention of aggressive and violent behavior are also discussed.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9C or PSY BEH 11C),Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,129,Special Topics in General Psychology,4,,Studies in selected areas of general psychology. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,130A,Perception and Sensory Processes,4,,"A general introduction to the scientific study of sensory processes and perceptual phonomena, with special emphasis in the visual systems.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9A or PSY BEH 11A),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,"PSYCH 131A, PSYCH 131B.",,,,,
Psychology,PSYCH,131A,Vision,4,,Visual perception and the anatomy and physiology of the visual system. Topics include the retina and the visual pathway; visual sensitivity; color vision; spatial vision; motion perception; and the development of the visual system.,,Upper-division students only. Psychology Majors have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment. School of Biological Sciences students have first consideration for enrollment.,BIO SCI N182.,PSYCH 130A.,,,,,
Psychology,PSYCH,131B,Hearing,4,,"Auditory perception, the anatomy and physiology of the auditory system, and the physics of sound. Topics include neural transduction of sound, sensitivity, sound localization, complex sound perception, and hearing loss.",(PSYCH 9A or PSY BEH 11A) and (PSYCH 9B or PSY BEH 11B),Psychology Majors have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment.,,PSYCH 130A.,,,,,
Psychology,PSYCH,135M,The Mind/Body Problem,4,,"What is consciousness and what is matter and how are the two related? How can brains have minds? This multidisciplinary course draws on information from the fields of computer vision, artificial intelligence, cognition, neurophysiology, philosophy, and psychophysics.",,Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,139,Special Topics in Perception and Sensory Processes,4,,Studies in selected areas of perception and sensory processes. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,140C,Cognitive Science,4,,"Introduction to the investigations of the structure and function of the mind, from viewpoints of computation, neuroscience, philosophy, and cognitive psychology. Topics include perception, attention, knowledge representations, learning and memory, action, reasoning, and language.",(PSYCH 7A or PSY BEH 9) and (PSYCH 9A or PSY BEH 11A) and (PSYCH 9B or PSY BEH 11B),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,140J,Judgment and Decision Making,4,,"The psychology of human decision making. Theories, models, experiments, and data that inform how people make choices, judgments, and other decisions. Topics include optimality and bias, mental simulation, learning and feedback, expertise, emotional effects, and group decision making.",PSYCH 9A and PSYCH 9B,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,140L,Principles of Learning Theory,4,,"Investigation of the learning and memory processes of human and animals.  Basic experimental approaches to learning and memory, empirical results, and theoretical interpretations of the evidence are discussed.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9A or PSY BEH 11A),Psychology Majors have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,140M,Human Memory,4,,"Developments in the area of memory; history of memory research; theories of the nature of memory. Visual memory, recognition memory, high-speed scanning, free recall, short-term memory, mnemonics, retrieval, relationship of memory to thinking. Selected theoretical formulations for memory.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9B or PSY BEH 11B),Psychology Majors have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,143P,Human Problem Solving,4,,"Modern developments in the psychology of human problem solving. Topics include concept identification, arithmetic, sets, logic puzzles, story problems, group problem solving, and theorem proving.",(PSYCH 7A or PSY BEH 9) or (PSYCH 9B or PSY BEH 11B),Psychology Majors have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,146MW,Writing about Memory,4,Ib,"Covers a broad range of texts, literary, philosophical, and scientific, each probing the nature of memory and its meaning in human life. Readings are drawn from across many disciplines and many perspectives.",PSYCH 7A or PSYCH 9B or PSY BEH 9 or PSY BEH 11B. Satisfactory completion of the Lower-Division Writing requirement.,Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,149,Special Topics in Cognition and Learning,4,,Studies in selected areas of cognition and learning. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,150,Psychology of Language,4,,"Examines language using the tools of experimental psychology. From sounds to words to spoken and written sentences, explores how language is used in real time, and how its use reveals how it is represented in the mind.",PSYCH 7A or PSCI 9 or PSYCH 9B or PSCI 11B or LSCI 3,Cognitive Sciences Majors have first consideration for enrollment. Language Science Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,LSCI 155.,,,,,,
Psychology,PSYCH,156A,Acquisition of Language II,4,,"Focuses on native language learning, exploring the way in which infants and very young children unconsciously uncover the rich systematic knowledge of their native language. Examines both experimental and computational studies that quantitatively investigate the ""how"" of language acquisition.",PSYCH 56L or LINGUIS 51,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,LINGUIS 150.,,,,,,
Psychology,PSYCH,157M,Computational Methods for Language Research,4,,Focuses on computational methods useful for language research. Students become familiar with software and programming languages used for extracting information from electronic datasets and for creating basic simulations of linguistic cognition. No prior programming experience assumed.,PSYCH 150 or LSCI 155 or PSYCH 156A or LSCI 151,,PSYCH 157M.,,,,,,
Psychology,PSYCH,159,Special Topics in Language,4,,Studies in selected areas of language sciences. Topics addressed vary each quarter.,Prerequisites vary.,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,160A,Introduction to Cognitive Neuroscience,4,,"Introduction to the neural basis of human perceptual, motor, and cognitive abilities. Topics include sensory perception, motor control, memory, language, attention, emotion, frontal lobe function, functional brain imaging, and neuropsychological disorders.",(PSYCH 7A or PSY BEH 9) and (PSYCH 9A or PSY BEH 11A) and (PSYCH 9B or PSY BEH 11B),Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,160D,Brain Disorders and Behavior,4,,"Examines the localization of human brain functions and the effects of neurological disorders on psychological functions such as perception, motor control, language, memory, and decision-making.",(PSYCH 7A or PSY BEH 9) ( or (PSYCH 9A or PSY BEH 11A) and (PSYCH 9B or PSY BEH 11B)) or BIO SCI 35 or BIO SCI N110 or BIO SCI N115A,Cognitive Sciences Majors have first consideration for enrollment. Biological Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,BIO SCI N165.,,,,,,
Psychology,PSYCH,160H,History of Cognitive Neuroscience,4,,Studies of the human mind from ancient cultures to the innovation of modern methods of brain imaging. Logic of valid and invalid brain hypothesis are examined. Recurring theme is the competition between holistic and localized views of brain function.,PSYCH 9A or PSY BEH 11A or PSYCH 7A or PSY BEH 9,Cognitive Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,,,,,,,
Psychology,PSYCH,161,Language and the Brain,4,,"Research analysis on biological bases of human linguistic capacity. Development, focusing on hemispheric specialization, plasticity; localization of specific linguistic functions in adults, with emphasis on study of aphasias; relation of linguistic capacity to general cognitive capacity, considering research on retardation.",(PSYCH 7A or PSY BEH 9 or PSYCH 9A or PSY BEH 11A) and (PSYCH 9B or PSY BEH 11B or BIO SCI 35 or BIO SCI N110 or BIO SCI N115A),Cognitive Sciences Majors have first consideration for enrollment. Biological Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,"BIO SCI N160, LSCI 158.",,,,,,
Psychology,PSYCH,161H,Hearing and the Brain,4,,"An overview of brain mechanisms of hearing, including perception of simple sounds, speech, and music. Begins with sound itself, and looks at processing by the ear, auditory pathways, auditory cortex, and beyond. Also auditory development, learning, and clinical issues.",PSYCH 160A or BIO SCI 93 or BIO SCI H93,Cognitive Sciences Majors have first consideration for enrollment. Biological Sciences Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,BIO SCI N147.,,,,,,
Psychology,PSYCH,162N,Human  Neuropsychology,4,,"A survey of human brain disorders using a clinical case study approach to illustrate fundamental issues in studying brain and behavior. Topics include sensory deficits, attentional neglect, amnesia, cortical organization, clinical psychopathology, and more.",BIO SCI N110 or BIO SCI N115A or PSYCH 9A or PSCI 11A,School of Biological Sciences students have first consideration for enrollment. Cognitive Sciences Majors have first consideration for enrollment. Psychological Science Majors have first consideration for enrollment. Psychology and Social Behavior Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,"BIO SCI N173, PSCI 163C.",,,,,,
Psychology,PSYCH,169,Special Topics in Cognitive Neuroscience,4,,Studies in selected areas of cognitive neuroscience. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,173A,Psychological Anthropology,4,,"Cultural differences and similarities in personality and behavior.  Child-rearing practices and consequent adult personality characteristics, biocultural aspects of child development and attachment, culture and behavior evolutionary models, politically linked personality, cognitive anthropology, psychology of narrative forms, comparative national character studies.",ANTHRO 2A or PSYCH 7A or (PSYCH 9A and PSYCH 9B and PSYCH 9C) or (PSY BEH 11A and PSY BEH 11B and PSY BEH 11C),Psychology Majors have first consideration for enrollment.,ANTHRO 132A.,,,,,,
Psychology,PSYCH,174E,African American Psychology,4,,"Historical overview of the development of black psychology and the African American frame of reference. Topics include personality development, psychological assessment, issues in education, black mental health, and the role of the African American psychologist in the community.",,,AFAM 153.,,,,,,
Psychology,PSYCH,174H,Chicano/Latino Families,4,,"Introduction to the research, literature, and issues surrounding the topic of Chicano/Latino families including cultural history, contemporary issues, organization of family, traditions, lifestyles, values, beliefs, generational differences, gender issues, ethnic identity, evolution of demographic patterns, current economic and political standings.",,,"CHC/LAT 170, PSCI 166S, SOC SCI 165.",,,,,,
Psychology,PSYCH,176A,Political Psychology,4,,"Examination of how psychological theory and research may be used to better understand political thought and behavior. Drawing on theories of learning, cognition, and personality, discusses such topics as the formation of political attitudes, and the process of political decision-making.",,Majors only. POL SCI 128C may not be taken for credit if taken after POL SCI 137C.,POL SCI 128C.,,,,,,
Psychology,PSYCH,177D,Deviance,4,,"Perspectives on deviance and criminality in behavior, institution, community, and myth. The suitability of contemporary theories of deviant behavior.",,"Criminology, Law and Society Majors have first consideration for enrollment. Social Ecology Majors have first consideration for enrollment. Sociology Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.","SOCIOL 156, CRM/LAW C107.",,,,,,
Psychology,PSYCH,177F,Forensic Psychology: Advanced Seminar,4,,"Focuses on the psychology of criminal offending, particularly violent behavior. Examines violence, sexual offending, and mental disorder related to crime with regard to clinical assessment and treatment; mental health services within forensic institutions.",(PSCI 9 or PSCI 11C or PSYCH 7A or PSYCH 9C) and PSCI 102C and (PSCI 178S or CRM/LAW C149),"Psychological Science Majors have first consideration for enrollment. Criminology, Law and Society Majors have first consideration for enrollment. Psychology and Social Behavior Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment. Social Ecology Majors have first consideration for enrollment.","CRM/LAW C136, PSCI 156C.",,,,,,
Psychology,PSYCH,178N,Social Psychology of Networks,4,,"Review of network methods used in small group and organizational research. Discussion of social psychological literature relevant to the network of study of cognitive social structure, exchange/communication, identity negotiation, and social control. Case study of network datasets exemplifies research issues.",,Sociology Majors have first consideration for enrollment. Psychology Majors have first consideration for enrollment.,SOCIOL 135.,,,,,,
Psychology,PSYCH,179,Special Topics in Interdisciplinary Studies,1-4,,Studies in selected areas of interdisciplinary studies. Topics addressed vary each quarter.,Prerequisites vary.,Psychology Majors have first consideration for enrollment.,,,,,Unlimited as topics vary.,,
Psychology,PSYCH,198,Directed Group Study,1-4,,Directed study with Cognitive Sciences faculty.,,,,,,,May be repeated for credit unlimited times.,,
Psychology,PSYCH,199,Independent Study,1-4,,Independent research with Cognitive Sciences faculty.,,,,,,,,,
