department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
French,FRENCH,S2BC,Intermediate French,6,VIII,"Second half of second-year French in an intensified form. Texts of contemporary literary or social interest provide the focus for more advanced conversation, reading, and composition. Classes are conducted entirely in French. Prior high school or college French recommended.",FRENCH S2AB or FRENCH 2B. FRENCH S2AB with a grade of C or better. FRENCH 2B with a grade of C or better,FRENCH S2BC and FRENCH 2B and FRENCH 2C may not be taken for full credit.,,"FRENCH 2C, FRENCH 2B.",,,,,
French,FRENCH,10,French Peer Tutoring,1,,Tutoring Program in which advanced French students provide assistance to students at a lower level. One hour of tutoring per week.,,,,,,Pass/no pass only.,May be taken for credit 4 times.,,
French,FRENCH,50,Topics in French Culture and the Modern World,4,IV and VIII,"Introductory course for non-majors. Focuses on France's role in the modern world and its cultural connections to Asia, the Middle East, Africa, Europe, and the Americas. Taught in English.",,,,,,,May be taken for credit 3 times as topics vary.,,
French,FRENCH,97,Fundamentals of French (with Emphasis on Reading),4,,"Designed primarily for students interested in acquiring a solid reading knowledge of French, and to facilitate the understanding and translating of French texts dealing with a variety of disciplines.",,No French Majors.,,,,,,,
French,FRENCH,101A,Introduction to 19th-Century French Literature,4,,"Fiction, nonfiction, drama, and poetry of the 19th century studied in relationship to a specific literary or historical problem.",FRENCH 2C or FRENCH S2BC,,,,,,,,
French,FRENCH,101B,Introduction to 18th-Century French Literature,4,,Literature and philosophy of the 18th century studied in relationship to a specific literary or historical problem.,FRENCH 2C or FRENCH S2BC,,,,,,,,
French,FRENCH,101C,Introduction to 20th-Century French Literature,4,,Literatures of the French-speaking world studied in relationship to a specific literary or historical problem.,FRENCH 2C or FRENCH S2BC,,,,,,,,
French,FRENCH,102A,Grammar and Composition,4,,"Review of grammar taught in FRENCH 2A-B-C. Students gain facility in writing French and increase reading comprehension. Short texts and films are introduced to generate substantive discussion, and multiple short writing exercises are assigned to solidify skills. Formerly FRENCH 60.",,,,,,,,,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better
French,FRENCH,102B,Topics in Issues in French and Francophone Culture,4,,"Investigation of an issue of cultural significance in the francophone world through historical documents, literary works, and newspaper articles. Supplemented with films and/or other elements of popular culture. Multiple short writing assignments to solidify writing skills. Formerly FRENCH 61.",,,,,,,Unlimited as topics vary.,,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better
French,FRENCH,102C,Translation,4,,Introduction to the theory and practice of translation from French to English and English to French. Many opportunities provided to improve skills in writing and comprehension. Formerly FRENCH 62.,,,,,,,,,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better
French,FRENCH,102D,Topics in the Work World in French,4,,A view into the world of work in French. Areas of study include international relations; French administration; and tensions between management and workers. Attention given to vocabulary and grammar of professional interactions in French. Formerly FRENCH 63.,,,,,,,Unlimited as topics vary.,,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better
French,FRENCH,102E,Advanced French Language and Style,4,,"Intended for advanced students who wish to improve their expressive capabilities in French. Review of more nuanced grammar points. Emphasis placed on rhetoric, syntax, and precision. Advanced readings increase comprehension. Formerly FRENCH 64.",,,,,,,,,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better
French,FRENCH,117,Topics in 17th-Century French Literature,4,,Examines the age of drama and other vibrant forms in French literature of the period.,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better,,,,,,Unlimited as topics vary.,,
French,FRENCH,118,Topics in 18th-Century French Literature,4,,"Examines the literature and philosophy of the Enlightenment, the Ancient Regime, Classicism, and/or Revolution.",FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better,,,,,,Unlimited as topics vary.,,
French,FRENCH,119,Topics in 19th-Century French Literature,4,,Focuses on the literature of an era that experienced many modernist transformations.,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better,,,,,,Unlimited as topics vary.,,
French,FRENCH,120,Topics in 20th-Century French and Francophone Literature,4,,A study of modern and contemporary literature and culture.,FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better,,,,,,Unlimited as topics vary.,,
French,FRENCH,127,Topics in Francophone Literature and Culture,4,,Literature and cultures of the francophone world.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,139W,Literature and Society,4,Ib,"In English. Readings of masterpieces of French literature in their social, political, and historical contexts. Requires at least 4,000 words of assigned composition based on French works. Several essays required.",Satisfactory completion of the Lower-Division Writing requirement.,Upper-division students only. French Majors have first consideration for enrollment.,,,,,,,
French,FRENCH,140,Topics in French Literary Genre,4,,"Examines the development and transformation of a single genre, such as the poem or the novel.",FRENCH 2C or FRENCH 2BC or FRENCH S2BC. FRENCH 2C with a grade of C or better. FRENCH 2BC with a grade of C or better. FRENCH S2BC with a grade of C or better,,,,,,Unlimited as topics vary.,,
French,FRENCH,150,Topics in French Literature and Culture,4,,"Study of a theme, movement, or problem crucial to understanding French Literature and Culture.",,,,,,,Unlimited as topics vary.,,
French,FRENCH,160,French Cinema,4,,"Study of a period, movement, or theme in French or Francophone cinema.",,,,,,,May be taken for credit 2 times as topics vary.,,
French,FRENCH,170,Topics in History and Literature,4,,Examines the dialogue between historical events and literary texts.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,171,Politics and Literature,4,,"Examines the role played by politics and ethics in French literature, film, and culture.",,,,,,,Unlimited as topics vary.,,
French,FRENCH,180,Topics in Theory and Criticism,4,,Advanced study of theoretical and critical texts.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,185,Junior/Senior Seminar in French Literature and Culture,4,,"Required intensive writing course for French majors to explore in depth selected topic in French literature and culture. Students complete major independent research project on topic studied, making use of literary and critical materials in their capstone essay.  In French.","FRENCH 100A and FRENCH 100B and FRENCH 101A and FRENCH 101B and FRENCH 101C. One course from FRENCH 101A, FRENCH 101B, or FRENCH 101C may be taken as a corequisite.",,,,,,,,
French,FRENCH,199,Special Studies in French,1-4,,A project proposal is prepared by the student and approved by the faculty member who directs the project. Procedure must be completed by the end of the first week of classes.,,Repeatability: once for M.A. candidates; twice for Ph.D. candidates.,,,,,Unlimited as topics vary.,,
French,FRENCH,216,Studies in Renaissance Literature,4,,Advanced study of a topic in the Renaissance period.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,217,Studies in Seventeenth-Century Literature,4,,Advanced study of a topic in the 17th century.,,Graduate students only.,,,,,Unlimited as topics vary.,,
French,FRENCH,218,Studies in Eighteenth-Century Literature,4,,Advanced study of a topic in the 18th century.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,219,Studies in Nineteenth-Century Literature,4,,Advanced study of a topic in the 19th century.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,220,Studies in Twentieth-Century Literature,4,,Advanced study of a topic in the 20th and 21st century.,,Graduate students only.,,,,,May be taken for credit 9 times as topics vary.,,
French,FRENCH,225,Francophone Literature and Culture,4,,"Studies in different francophone literatures and cultures (of Canada, the Caribbean, West and North Africa, and Southeast Asia).",,,,,,,Unlimited as topics vary.,,
French,FRENCH,231,Studies in Fiction,4,,Examines the art of fiction.,,Graduate students only.,,,,,Unlimited as topics vary.,,
French,FRENCH,232,Studies in Nonfictional Prose,4,,Examines non-fictional genres such as the essay and the memoir.,,Graduate students only.,,,,,Unlimited as topics vary.,,
French,FRENCH,233,Studies in Poetry and Poetics,4,,Examines the genre of poetry and theories of poetry.,,Graduate students only.,,,,,Unlimited as topics vary.,,
French,FRENCH,240,Studies on a Major Writer,4,,Focused study of one author.,,Graduate students only.,,,,,Unlimited as topics vary.,,
French,FRENCH,250,Studies in Theory and Criticism,4,,Advanced study of a topic in theory and/or criticism.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,254,History and Literature,4,,Advanced study of literary works in their historical context.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,272,Cultural Studies,4,,Examines the theoretical paradigm of cultural studies.,,,,,,,Unlimited as topics vary.,,
French,FRENCH,290,Research in French Language and Literature,4,,A project proposal is prepared by the student and approved by the faculty member who directs the project. Procedure must be completed by the end of the first week of classes.  Limit: Once for M.A. candidates; twice for Ph.D. candidates.,,Graduate students only. French Majors only.,,,,,May be taken for credit 2 times.,,
French,FRENCH,299,Dissertation Research,4-12,,For graduate students writing a dissertation with a faculty member in French.,,Graduate students only. School of Humanities students only.,,,,,May be repeated for credit unlimited times.,,
French,FRENCH,399,University Teaching,4,,For graduate students completing a course on foreign language pedagogy.,,Graduate students only. School of Humanities students only.,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
